MS SubClass,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,House Age,Remodel Age,Total SF,Total SF Plus Garage,Total Baths,Qual x SF,Exter Qual_Ord,Bsmt Qual_Ord,Heating QC_Ord,Kitchen Qual_Ord,Fireplace Qu_Ord,Functional_Ord,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__NAmes,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__Other,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__SawyerW,Neighborhood__Somerst,Neighborhood__Timber,House Style__2Story,House Style__SFoyer,Bldg Type__2fmCon,Bldg Type__Duplex,Bldg Type__Twnhs,Bldg Type__TwnhsE,Sale Condition__Other,Sale Condition__Partial,Sale Type__New,Sale Type__Other,Sale Type__WD ,Garage Type__BuiltIn,Garage Type__Detchd,Garage Type__Other,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Exterior 1st__CemntBd,Exterior 1st__HdBoard,Exterior 1st__MetalSd,Exterior 1st__Stucco,Exterior 1st__VinylSd,Exterior 1st__Wd Sdng,Exterior 1st__WdShing,Exterior 2nd__CmentBd,Exterior 2nd__HdBoard,Exterior 2nd__MetalSd,Exterior 2nd__Stucco,Exterior 2nd__VinylSd,Exterior 2nd__Wd Sdng,Exterior 2nd__Wd Shng,Roof Style__Hip,MS Zoning__Other,MS Zoning__RL,MS Zoning__RM,Lot Shape__IR2,Lot Shape__Reg,Lot Config__CulDSac,Lot Config__Inside,Condition 1__Feedr,Condition 1__Norm,Condition 1__PosN,Garage Finish_Ord,Garage Finish x Garage Area,Garage Finish x Garage Cars,Garage Finish x Garage Area x Garage Cars,Garage Cars x Garage Area,Qual x SF Plus Garage,Qual x SF Plus Garage + Garage Finish x Garage Area,SaleYear,SaleMonth,SaleQuarter,Age Bucket_Ord,BsmtFin Type 1__ALQ,BsmtFin Type 1__BLQ,BsmtFin Type 1__GLQ,BsmtFin Type 1__LwQ,BsmtFin Type 1__Rec,BsmtFin Type 1__Unf,Season Sold__Fall,Season Sold__Spring,Season Sold__Summer,Season Sold__Winter
120,9,2008,2009,1884.0,1884,1884,2,2008.0,2.0,649.0,320000,1,0,3768.0,4417.0,2.0,33912.0,5,5.0,5,5,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3.0,1947.0,6.0,3894.0,1298.0,39753.0,41700.0,2009,5,2,4,0,0,1,0,0,0,0,1,0,0
120,9,2008,2008,1451.0,1456,1456,2,2008.0,2.0,539.0,248500,1,1,2907.0,3446.0,2.0,26163.0,5,5.0,5,5,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,2.0,1078.0,4.0,2156.0,1078.0,31014.0,32092.0,2009,4,2,4,0,0,0,0,0,1,0,1,0,0
20,8,2002,2003,1712.0,1712,1712,2,2002.0,3.0,701.0,286500,7,6,3424.0,4125.0,2.0,27392.0,4,5.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2.0,1402.0,6.0,4206.0,2103.0,33000.0,34402.0,2009,9,3,4,0,0,1,0,0,0,1,0,0,0
120,8,2006,2006,1324.0,1324,1324,2,2006.0,2.0,550.0,254000,3,3,2648.0,3198.0,2.0,21184.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3.0,1650.0,6.0,3300.0,1100.0,25584.0,27234.0,2009,12,4,4,0,0,1,0,0,0,0,0,0,1
120,7,2003,2003,1405.0,1405,1405,2,2003.0,2.0,478.0,173000,6,6,2810.0,3288.0,2.0,19670.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,956.0,4.0,1912.0,956.0,23016.0,23972.0,2009,11,4,4,0,0,0,0,0,1,1,0,0,0
160,7,2003,2004,764.0,764,1626,2,2003.0,2.0,474.0,173000,6,5,2390.0,2864.0,2.0,16730.0,4,4.0,5,4,0.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,2.0,948.0,4.0,1896.0,948.0,20048.0,20996.0,2009,7,3,4,0,0,1,0,0,0,0,0,1,0
60,7,2005,2005,728.0,728,1456,2,2005.0,2.0,390.0,184000,4,4,2184.0,2574.0,2.5,15288.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1170.0,6.0,2340.0,780.0,18018.0,19188.0,2009,6,2,4,0,0,0,0,0,1,0,0,1,0
60,6,2005,2006,745.0,745,1490,2,2005.0,2.0,392.0,167800,4,3,2235.0,2627.0,2.5,13410.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1176.0,6.0,2352.0,784.0,15762.0,16938.0,2009,7,3,4,0,0,0,0,0,1,0,0,1,0
60,6,2005,2005,742.0,742,1484,2,2005.0,2.0,390.0,174000,4,4,2226.0,2616.0,2.5,13356.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3.0,1170.0,6.0,2340.0,780.0,15696.0,16866.0,2009,6,2,4,0,0,0,0,0,1,0,0,1,0
60,6,2005,2005,684.0,684,1560,2,2005.0,2.0,400.0,174000,4,4,2244.0,2644.0,2.5,13464.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3.0,1200.0,6.0,2400.0,800.0,15864.0,17064.0,2009,3,1,4,0,0,0,0,0,1,0,1,0,0
120,7,2007,2007,1373.0,1555,1555,2,2007.0,3.0,660.0,174000,2,2,2928.0,3588.0,2.0,20496.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,3.0,1980.0,9.0,5940.0,1980.0,25116.0,27096.0,2009,6,2,4,0,0,0,0,0,1,0,0,1,0
120,7,2007,2007,1386.0,1569,1569,2,2007.0,3.0,660.0,175900,2,2,2955.0,3615.0,2.0,20685.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,2.0,1320.0,6.0,3960.0,1980.0,25305.0,26625.0,2009,5,2,4,1,0,0,0,0,0,0,1,0,0
120,7,2005,2006,1373.0,1555,1555,2,2005.0,2.0,430.0,192500,4,3,2928.0,3358.0,2.0,20496.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1290.0,6.0,2580.0,860.0,23506.0,24796.0,2009,5,2,4,0,0,1,0,0,0,0,1,0,0
120,7,2005,2006,1346.0,1504,1504,2,2005.0,2.0,457.0,181000,4,3,2850.0,3307.0,2.0,19950.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1371.0,6.0,2742.0,914.0,23149.0,24520.0,2009,5,2,4,0,0,1,0,0,0,0,1,0,0
120,7,2005,2006,1220.0,1220,1220,2,2005.0,2.0,397.0,180000,4,3,2440.0,2837.0,2.0,17080.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1191.0,6.0,2382.0,794.0,19859.0,21050.0,2009,8,3,4,0,0,1,0,0,0,0,0,1,0
120,7,2005,2006,1145.0,1145,1145,2,2005.0,2.0,397.0,160200,4,3,2290.0,2687.0,2.0,16030.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1191.0,6.0,2382.0,794.0,18809.0,20000.0,2009,9,3,4,0,0,1,0,0,0,1,0,0,0
60,7,2004,2005,716.0,716,1432,2,2004.0,2.0,432.0,188500,5,4,2148.0,2580.0,2.5,15036.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1296.0,6.0,2592.0,864.0,18060.0,19356.0,2009,7,3,4,0,0,1,0,0,0,0,0,1,0
60,6,2002,2002,1010.0,1010,2267,2,2002.0,2.0,390.0,200000,7,7,3277.0,3667.0,2.5,19662.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2.0,780.0,4.0,1560.0,780.0,22002.0,22782.0,2009,12,4,4,0,0,0,0,0,1,0,0,0,1
80,7,2004,2005,384.0,744,1374,2,2004.0,2.0,400.0,170000,5,4,1758.0,2158.0,2.5,12306.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,3.0,1200.0,6.0,2400.0,800.0,15106.0,16306.0,2009,8,3,4,0,0,0,0,0,1,0,0,1,0
60,7,2004,2005,868.0,868,1630,2,2004.0,2.0,436.0,189500,5,4,2498.0,2934.0,2.5,17486.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1308.0,6.0,2616.0,872.0,20538.0,21846.0,2009,9,3,4,0,0,0,0,0,1,1,0,0,0
80,8,2002,2002,408.0,779,1419,2,2002.0,2.0,527.0,184100,7,7,1827.0,2354.0,2.5,14616.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,3.0,1581.0,6.0,3162.0,1054.0,18832.0,20413.0,2009,3,1,4,0,0,1,0,0,0,0,1,0,0
60,7,2004,2004,846.0,846,1594,2,2004.0,2.0,434.0,195500,5,5,2440.0,2874.0,2.5,17080.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1302.0,6.0,2604.0,868.0,20118.0,21420.0,2009,7,3,4,0,0,0,0,0,1,0,0,1,0
60,7,2003,2003,782.0,806,1489,2,2003.0,2.0,400.0,192000,6,6,2271.0,2671.0,2.5,15897.0,4,4.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1200.0,6.0,2400.0,800.0,18697.0,19897.0,2009,6,2,4,0,0,1,0,0,0,0,0,1,0
60,7,2003,2003,698.0,698,1342,2,2003.0,2.0,393.0,178000,6,6,2040.0,2433.0,2.5,14280.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1179.0,6.0,2358.0,786.0,17031.0,18210.0,2009,5,2,4,0,0,1,0,0,0,0,1,0,0
120,7,2007,2008,1314.0,1314,1314,2,2008.0,2.0,626.0,207500,2,1,2628.0,3254.0,2.0,18396.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,1252.0,4.0,2504.0,1252.0,22778.0,24030.0,2009,4,2,4,0,0,1,0,0,0,0,1,0,0
60,7,2000,2000,952.0,980,2256,2,2000.0,2.0,554.0,236000,9,9,3208.0,3762.0,2.5,22456.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1662.0,6.0,3324.0,1108.0,26334.0,27996.0,2009,4,2,4,0,0,1,0,0,0,0,1,0,0
60,8,2002,2002,870.0,878,2004,2,2002.0,3.0,644.0,257500,7,7,2874.0,3518.0,2.5,22992.0,4,5.0,5,4,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,1932.0,9.0,5796.0,1932.0,28144.0,30076.0,2009,7,3,4,0,0,1,0,0,0,0,0,1,0
60,6,2000,2000,992.0,1022,2054,2,2000.0,2.0,390.0,244000,9,9,3046.0,3436.0,2.5,18276.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,780.0,4.0,1560.0,780.0,20616.0,21396.0,2009,7,3,4,0,0,1,0,0,0,0,0,1,0
80,7,2004,2004,384.0,744,1374,2,2004.0,2.0,400.0,167000,5,5,1758.0,2158.0,2.5,12306.0,4,4.0,5,4,0.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,1200.0,6.0,2400.0,800.0,15106.0,16306.0,2009,5,2,4,0,0,1,0,0,0,0,1,0,0
60,6,2000,2000,982.0,1007,1800,2,2000.0,2.0,463.0,179000,9,9,2782.0,3245.0,2.5,16692.0,3,4.0,5,3,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,1389.0,6.0,2778.0,926.0,19470.0,20859.0,2009,6,2,4,0,0,0,0,0,1,0,0,1,0
60,6,2000,2000,794.0,819,1514,2,2000.0,2.0,394.0,190000,9,9,2308.0,2702.0,2.5,13848.0,3,4.0,5,3,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1182.0,6.0,2364.0,788.0,16212.0,17394.0,2009,6,2,4,0,0,1,0,0,0,0,0,1,0
80,7,1999,2000,384.0,774,1430,2,1999.0,2.0,400.0,156000,10,9,1814.0,2214.0,2.5,12698.0,3,4.0,5,3,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,800.0,4.0,1600.0,800.0,15498.0,16298.0,2009,3,1,4,0,0,0,0,0,1,0,1,0,0
60,7,1999,1999,1177.0,1223,2312,2,1999.0,3.0,658.0,245000,10,10,3489.0,4147.0,2.5,24423.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,1974.0,9.0,5922.0,1974.0,29029.0,31003.0,2009,5,2,4,1,0,0,0,0,0,0,1,0,0
60,6,1999,1999,841.0,892,1675,2,1999.0,2.0,502.0,181000,10,10,2516.0,3018.0,2.5,15096.0,3,4.0,5,3,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,1506.0,6.0,3012.0,1004.0,18108.0,19614.0,2009,6,2,4,0,0,0,0,0,1,0,0,1,0
60,7,1999,1999,992.0,1022,2060,2,1999.0,2.0,390.0,214000,10,10,3052.0,3442.0,2.5,21364.0,4,4.0,5,4,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,780.0,4.0,1560.0,780.0,24094.0,24874.0,2009,6,2,4,1,0,0,0,0,0,0,0,1,0
80,7,1999,1999,384.0,774,1430,2,1999.0,2.0,410.0,168000,10,10,1814.0,2224.0,2.5,12698.0,3,3.0,5,3,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1230.0,6.0,2460.0,820.0,15568.0,16798.0,2009,6,2,4,0,0,0,0,0,1,0,0,1,0
60,8,1999,1999,1252.0,1268,2365,2,1999.0,3.0,856.0,337000,10,10,3617.0,4473.0,2.5,28936.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,1712.0,6.0,5136.0,2568.0,35784.0,37496.0,2009,7,3,4,0,0,1,0,0,0,0,0,1,0
60,8,2000,2000,1455.0,1466,2687,2,2000.0,3.0,810.0,327000,9,9,4142.0,4952.0,2.5,33136.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,1620.0,6.0,4860.0,2430.0,39616.0,41236.0,2009,9,3,4,0,0,1,0,0,0,1,0,0,0
60,8,1998,1999,1225.0,1276,2612,2,1998.0,3.0,676.0,336000,11,10,3837.0,4513.0,2.5,30696.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3.0,2028.0,9.0,6084.0,2028.0,36104.0,38132.0,2009,7,3,3,0,0,1,0,0,0,0,0,1,0
60,7,1996,1997,1264.0,1277,2344,2,1996.0,3.0,889.0,265000,13,12,3608.0,4497.0,2.5,25256.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2.0,1778.0,6.0,5334.0,2667.0,31479.0,33257.0,2009,7,3,3,0,0,0,0,0,1,0,0,1,0
20,8,1994,1995,2024.0,2063,2063,2,1994.0,3.0,815.0,315000,15,14,4087.0,4902.0,2.0,32696.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3.0,2445.0,9.0,7335.0,2445.0,39216.0,41661.0,2009,6,2,3,0,1,0,0,0,0,0,0,1,0
60,7,1993,1993,1347.0,1372,2646,2,1993.0,3.0,656.0,260000,16,16,3993.0,4649.0,2.5,27951.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,1312.0,6.0,3936.0,1968.0,32543.0,33855.0,2009,4,2,3,0,0,1,0,0,0,0,1,0,0
60,7,1995,1996,1070.0,1094,2061,2,1995.0,2.0,647.0,260000,14,13,3131.0,3778.0,2.5,21917.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1941.0,6.0,3882.0,1294.0,26446.0,28387.0,2009,11,4,3,0,0,1,0,0,0,1,0,0,0
60,8,1993,1994,1173.0,1215,2232,2,1993.0,2.0,623.0,263550,16,15,3405.0,4028.0,2.5,27240.0,4,4.0,5,4,3.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2.0,1246.0,4.0,2492.0,1246.0,32224.0,33470.0,2009,10,4,3,0,0,1,0,0,0,1,0,0,0
60,7,1994,1994,973.0,979,1850,2,1994.0,2.0,467.0,248000,15,15,2823.0,3290.0,2.5,19761.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0,1401.0,6.0,2802.0,934.0,23030.0,24431.0,2009,1,1,3,0,0,1,0,0,0,0,0,0,1
20,8,2008,2009,1468.0,1468,1468,2,2008.0,3.0,898.0,244600,1,0,2936.0,3834.0,2.0,23488.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,3.0,2694.0,9.0,8082.0,2694.0,30672.0,33366.0,2009,12,4,4,0,0,0,0,0,1,0,0,0,1
20,8,2008,2008,1696.0,1696,1696,2,2008.0,3.0,972.0,275000,1,1,3392.0,4364.0,2.0,27136.0,4,4.0,5,4,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2.0,1944.0,6.0,5832.0,2916.0,34912.0,36856.0,2009,9,3,4,0,0,0,0,0,1,1,0,0,0
20,8,2008,2008,1614.0,1658,1658,2,2008.0,3.0,726.0,257500,1,1,3272.0,3998.0,2.5,26176.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3.0,2178.0,9.0,6534.0,2178.0,31984.0,34162.0,2009,9,3,4,0,0,0,0,0,1,1,0,0,0
20,8,2008,2009,1573.0,1578,1578,2,2008.0,3.0,840.0,287090,1,0,3151.0,3991.0,2.0,25208.0,4,4.0,5,5,4.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,2520.0,9.0,7560.0,2520.0,31928.0,34448.0,2009,5,2,4,0,0,0,0,0,1,0,1,0,0
